C,DBE 1,DBE,H,KMD,N,O,S,class,intensity 1,intensity,isotope kind,m/z,ppm,s/n,theo
36,16,16,41,0.505432333,,13,,O13,5006874,5006874,,681.25532,-0.083111431,7.1,681.2552634
30,21,21,19,0.710101656,,19,,O19,11385984,11385984,,683.05318,-0.847694744,19.1,683.052601
31,20,20,23,0.673756885,,18,,O18,16674936,16674936,,683.08967,-1.000777517,29.1,683.0889864
32,19,19,27,0.637412113,,17,,O17,12631665,12631665,,683.12585,-0.700047341,21.5,683.1253718
33,18,18,31,0.601067341,,16,,O16,13439593,13439593,,683.16211,-0.516451772,23,683.1617572
30,13,13,35,0.579961734,,18,,O18,5753956,5753956,,683.18416,-1.864244736,8.5,683.1828864
34,17,17,35,0.56472257,,15,,O15,8907873,8907873,,683.19891,-1.123276034,14.5,683.1981426
31,12,12,39,0.543616963,,17,,O17,5593181,5593181,,683.21954,-0.392582749,8.2,683.2192718
35,16,16,39,0.528377798,,14,,O14,9419354,9419354,,683.23521,-0.998222531,15.4,683.234528
32,11,11,43,0.507272191,,16,,O16,4484950,4484950,,683.25541,0.361767806,6.2,683.2556572
36,15,15,43,0.492033026,,13,,O13,7422035,7422035,,683.27059,0.473282111,11.7,683.2709134
29,21,21,17,0.733047121,,20,,O20,8041227,8041227,,685.03231,-0.648758288,12.8,685.0318656
30,20,20,21,0.696702349,,19,,O19,12367620,12367620,,685.06879,-0.786812262,21,685.068251
31,19,19,25,0.660357578,,18,,O18,14506239,14506239,,685.10487,-0.340999152,25,685.1046364
32,18,18,29,0.624012806,,17,,O17,9924345,9924345,,685.141,0.03178893,16.4,685.1410218
29,13,13,33,0.602907199,,19,,O19,4856821,4856821,,685.16319,-1.516458693,6.9,685.162151
33,17,17,33,0.587668034,,16,,O16,9962738,9962738,,685.17794,-0.777638163,16.5,685.1774072
34,16,16,37,0.551323262,,15,,O15,10909421,10909421,,685.21406,-0.3902725,18.2,685.2137926
35,15,15,41,0.514978491,,14,,O14,9480423,9480423,,685.25034,-0.23643934,15.6,685.250178
36,14,14,45,0.478633719,,13,,O13,6508001,6508001,,685.28618,0.559444648,10,685.2865634
29,20,20,19,0.719647814,,20,,O20,8878826,8878826,,687.04829,-1.127171094,14.4,687.0475156
30,19,19,23,0.683303042,,19,,O19,13261285,13261285,,687.08491,-1.46855442,22.7,687.083901
31,18,18,27,0.64695827,,18,,O18,16261601,16261601,,687.12121,-1.344189829,28.3,687.1202864
32,17,17,31,0.610613499,,17,,O17,9164765,9164765,,687.15734,-0.972442134,15,687.1566718
33,16,16,35,0.574268727,,16,,O16,12776408,12776408,,687.19438,-1.924961386,21.8,687.1930572
34,15,15,39,0.537923955,,15,,O15,14429652,14429652,,687.23029,-1.233096325,24.9,687.2294426
35,14,14,43,0.501579183,,14,,O14,13308368,13308368,,687.2668,-1.414329158,22.8,687.265828
36,13,13,47,0.465234412,,13,,O13,5697228,5697228,,687.30325,-1.508244961,8.4,687.3022134
29,19,19,21,0.706248507,,20,,O20,9432364,9432364,,689.06365,-0.703012618,15.5,689.0631656
33,23,23,21,0.691009342,,17,,O17,5412907,5412907,,689.07885,-0.621438847,7.9,689.0784218
30,18,18,25,0.669903735,,19,,O19,14103849,14103849,,689.10006,-0.738674259,24.3,689.099551
31,17,17,29,0.633558963,,18,,O18,10793767,10793767,,689.13654,-0.87590861,18,689.1359364
35,21,21,29,0.618319798,,15,,O15,5452838,5452838,,689.15199,-1.157104723,8,689.1511926
32,16,16,33,0.597214191,,17,,O17,10680100,10680100,,689.17315,-1.201760538,17.8,689.1723218
33,15,15,37,0.56086942,,16,,O16,12487458,12487458,,689.20957,-1.251899593,21.2,689.2087072
34,14,14,41,0.524524648,,15,,O15,13521696,13521696,,689.24559,-0.721688272,23.2,689.2450926
35,13,13,45,0.488179876,,14,,O14,6779165,6779165,,689.28202,-0.786355237,10.5,689.281478
36,12,12,49,0.451835104,,13,,O13,4945819,4945819,,689.31786,0.004903253,7,689.3178634
31,24,24,15,0.750299578,,19,,O19,4744409,4744409,,691.02128,0.030360714,6.6,691.021301
32,23,23,19,0.713954806,,18,,O18,5834712,5834712,,691.05705,0.920878116,8.7,691.0576864
29,18,18,23,0.692849199,,20,,O20,8519640,8519640,,691.07843,0.557939111,13.7,691.0788156
33,22,22,23,0.677610035,,17,,O17,8972504,8972504,,691.09394,0.190683013,14.6,691.0940718
30,17,17,27,0.656504428,,19,,O19,9922263,9922263,,691.1158,-0.866744212,16.4,691.115201
31,16,16,31,0.620159656,,18,,O18,8960215,8960215,,691.15197,-0.555044809,14.6,691.1515864
35,20,20,31,0.604920491,,15,,O15,4481239,4481239,,691.16663,0.307566693,6.1,691.1668426
32,15,15,35,0.583814884,,17,,O17,12016342,12016342,,691.18813,-0.228910378,20.3,691.1879718
33,14,14,39,0.547470112,,16,,O16,9286102,9286102,,691.224,0.516735118,15.2,691.2243572
34,13,13,43,0.511125341,,15,,O15,9055446,9055446,,691.26104,-0.430257473,14.8,691.2607426
31,23,23,17,0.736900271,,19,,O19,7617266,7617266,,693.03726,-0.445892675,12.1,693.036951
32,22,22,21,0.700555499,,18,,O18,11181812,11181812,,693.07404,-1.015217385,18.8,693.0733364
29,17,17,25,0.679449892,,20,,O20,8486644,8486644,,693.09565,-1.708886968,13.7,693.0944656
33,21,21,25,0.664210727,,17,,O17,9049845,9049845,,693.11038,-0.949662195,14.7,693.1097218
30,16,16,29,0.64310512,,19,,O19,6296310,6296310,,693.13195,-1.585588202,9.6,693.130851
31,15,15,33,0.606760349,,18,,O18,6240504,6240504,,693.16819,-1.375743183,9.5,693.1672364
35,19,19,33,0.591521184,,15,,O15,6477560,6477560,,693.18383,-1.929391054,9.9,693.1824926
32,14,14,37,0.570415577,,17,,O17,11497209,11497209,,693.20407,-0.646592265,19.4,693.2036218
36,18,18,37,0.555176412,,14,,O14,4930042,4930042,,693.21972,-1.214652582,7,693.218878
33,13,13,41,0.534070805,,16,,O16,11465467,11465467,,693.24046,-0.653193836,19.3,693.2400072
34,12,12,45,0.497726033,,15,,O15,6027773,6027773,,693.27683,-0.630946192,9.1,693.2763926
32,21,21,24,0.670073031,1,17,,N1O17,4637743,4637743,,694.10562,-0.935334175,6.4,694.1049708
31,22,22,19,0.723500964,,19,,O19,11451779,11451779,,695.05338,-1.120807402,19.3,695.052601
32,21,21,23,0.687156192,,18,,O18,8495495,8495495,,695.08964,-0.940340176,13.7,695.0889864
29,16,16,27,0.666050585,,20,,O20,6398857,6398857,,695.11075,-0.91269007,9.8,695.1101156
33,20,20,27,0.65081142,,17,,O17,7017098,7017098,,695.12628,-1.30655582,10.9,695.1253718
30,15,15,31,0.629705813,,19,,O19,7186573,7186573,,695.14747,-1.393979684,11.2,695.146501
34,19,19,31,0.614466648,,16,,O16,6513550,6513550,,695.1618,-0.061597318,10,695.1617572
31,14,14,35,0.593361042,,18,,O18,5290128,5290128,,695.18312,-0.336055597,7.7,695.1828864
35,18,18,35,0.578121877,,15,,O15,8993170,8993170,,695.19834,-0.283976737,14.6,695.1981426
32,13,13,39,0.55701627,,17,,O17,6240660,6240660,,695.22008,-1.162539839,9.5,695.2192718
36,17,17,39,0.541777105,,14,,O14,6073750,6073750,,695.23542,-1.283049193,9.1,695.234528
33,12,12,43,0.520671498,,16,,O16,5087128,5087128,,695.25606,-0.579384139,7.3,695.2556572
34,11,11,47,0.484326726,,15,,O15,4426652,4426652,,695.29234,-0.427762842,6,695.2920426
30,22,22,17,0.746446428,,20,,O20,5089932,5089932,,697.03278,-1.311877039,7.3,697.0318656
31,21,21,21,0.710101656,,19,,O19,13774482,13774482,,697.06869,-0.629809347,23.6,697.068251
32,20,20,25,0.673756885,,18,,O18,11726488,11726488,,697.10502,-0.550304904,19.8,697.1046364
33,19,19,29,0.637412113,,17,,O17,10739870,10739870,,697.14158,-0.800727661,17.9,697.1410218
34,18,18,33,0.601067341,,16,,O16,10043044,10043044,,697.1778,-0.563443531,16.6,697.1774072
35,17,17,37,0.56472257,,15,,O15,9560235,9560235,,697.21437,-0.828182268,15.7,697.2137926
36,16,16,41,0.528377798,,14,,O14,6996145,6996145,,697.25093,-1.07855132,11,697.250178
30,21,21,19,0.733047121,,20,,O20,7102494,7102494,,699.04809,-0.821718248,11.2,699.0475156
31,20,20,23,0.696702349,,19,,O19,14084134,14084134,,699.08467,-1.100039779,24.5,699.083901
32,19,19,27,0.660357578,,18,,O18,9906223,9906223,,699.12087,-0.834792111,16.5,699.1202864
33,18,18,31,0.624012806,,17,,O17,9854519,9854519,,699.15722,-0.784116239,16.4,699.1566718
34,17,17,35,0.587668034,,16,,O16,6878784,6878784,,699.19356,-0.719143439,10.8,699.1930572
35,16,16,39,0.551323262,,15,,O15,9407561,9407561,,699.23009,-0.92590509,15.6,699.2294426
36,15,15,43,0.514978491,,14,,O14,6114897,6114897,,699.26655,-1.032540232,9.3,699.265828
30,20,20,21,0.719647814,,20,,O20,9664571,9664571,,701.06386,-0.990524298,16.1,701.0631656
31,19,19,25,0.683303042,,19,,O19,13046342,13046342,,701.10006,-0.726031131,22.5,701.099551
32,18,18,29,0.64695827,,18,,O18,7971409,7971409,,701.13614,-0.290414582,12.8,701.1359364
33,17,17,33,0.610613499,,17,,O17,7048284,7048284,,701.17203,0.416131514,11.1,701.1723218
34,16,16,37,0.574268727,,16,,O16,9530472,9530472,,701.20886,-0.217938109,15.8,701.2087072
35,15,15,41,0.537923955,,15,,O15,10721907,10721907,,701.24525,-0.224486562,18.1,701.2450926
36,14,14,45,0.501579183,,14,,O14,4940670,4940670,,701.28219,-1.015312856,7.1,701.281478
37,13,13,49,0.465234412,,13,,O13,4533642,4533642,,701.31815,-0.408687865,6.3,701.3178634
33,24,24,19,0.727354114,,18,,O18,5446107,5446107,,703.059,-1.868438572,8,703.0576864
30,19,19,23,0.706248507,,20,,O20,8861923,8861923,,703.07993,-1.585057145,14.5,703.0788156
31,18,18,27,0.669903735,,19,,O19,12570864,12570864,,703.11574,-0.766617048,21.6,703.115201
32,17,17,31,0.633558963,,18,,O18,10398974,10398974,,703.15251,-1.313543364,17.4,703.1515864
33,16,16,35,0.597214191,,17,,O17,8371467,8371467,,703.18843,-0.651632449,13.6,703.1879718
34,15,15,39,0.56086942,,16,,O16,11672345,11672345,,703.22541,-1.497132585,19.9,703.2243572
35,14,14,43,0.524524648,,15,,O15,9165095,9165095,,703.26183,-1.546254517,15.1,703.2607426
36,13,13,47,0.488179876,,14,,O14,5196597,5196597,,703.29841,-1.822871229,7.6,703.297128
29,19,19,21,0.729193971,,21,,O21,5998327,5998327,,705.05921,-1.602449687,9.1,705.0580802
33,23,23,21,0.713954806,,18,,O18,7136253,7136253,,705.07403,-0.983755964,11.2,705.0733364
30,18,18,25,0.692849199,,20,,O20,8418310,8418310,,705.09541,-1.339423504,13.7,705.0944656
31,17,17,29,0.656504428,,19,,O19,10722837,10722837,,705.13129,-0.622607987,18.1,705.130851
32,16,16,33,0.620159656,,18,,O18,7253541,7253541,,705.16827,-1.465780097,11.5,705.1672364
36,20,20,33,0.604920491,,15,,O15,4561707,4561707,,705.18255,-0.081425873,6.4,705.1824926
33,15,15,37,0.583814884,,17,,O17,9854004,9854004,,705.2037,-0.11091846,16.4,705.2036218
34,14,14,41,0.547470112,,16,,O16,8438340,8438340,,705.24016,-0.216692329,13.7,705.2400072
38,18,18,41,0.532230948,,13,,O13,4803915,4803915,,705.25563,-0.519840289,6.8,705.2552634
35,13,13,45,0.511125341,,15,,O15,7041108,7041108,,705.27762,-1.740339125,11.1,705.2763926
36,12,12,49,0.474780569,,14,,O14,4356708,4356708,,705.31402,-1.760949381,6,705.312778
32,23,23,19,0.736900271,,19,,O19,5362296,5362296,,707.05309,-0.691631852,7.9,707.052601
29,18,18,23,0.715794664,,21,,O21,6407554,6407554,,707.0742,-0.664457015,9.9,707.0737302
33,22,22,23,0.700555499,,18,,O18,6391177,6391177,,707.08933,-0.485964435,9.8,707.0889864
34,21,21,27,0.664210727,,17,,O17,7367578,7367578,,707.12553,-0.223751129,11.7,707.1253718
31,16,16,31,0.64310512,,19,,O19,5364644,5364644,,707.14696,-0.649115989,7.9,707.146501
32,15,15,35,0.606760349,,18,,O18,6547382,6547382,,707.1834,-0.726290341,10.1,707.1828864
33,14,14,39,0.570415577,,17,,O17,9720263,9720263,,707.2199,-0.888296071,16.2,707.2192718
34,13,13,43,0.534070805,,16,,O16,8412633,8412633,,707.25627,-0.866476067,13.7,707.2556572
35,12,12,47,0.497726033,,15,,O15,7448042,7448042,,707.29246,-0.590166543,11.8,707.2920426
32,22,22,21,0.723500964,,19,,O19,7502173,7502173,,709.06899,-1.042241137,11.9,709.068251
33,21,21,25,0.687156192,,18,,O18,7688048,7688048,,709.10579,-1.626868646,12.3,709.1046364
34,20,20,29,0.65081142,,17,,O17,4392322,4392322,,709.14196,-1.323037409,6,709.1410218
31,15,15,33,0.629705813,,19,,O19,4963981,4963981,,709.16296,-1.140811165,7.1,709.162151
35,19,19,33,0.614466648,,16,,O16,5024917,5024917,,709.17873,-1.865287989,7.2,709.1774072
32,14,14,37,0.593361042,,18,,O18,7038624,7038624,,709.19971,-1.654854092,11.1,709.1985364
36,18,18,37,0.578121877,,15,,O15,9204648,9204648,,709.2145,-0.997470872,15.2,709.2137926
33,13,13,41,0.55701627,,17,,O17,6656435,6656435,,709.23573,-1.139566137,10.3,709.2349218
34,12,12,45,0.520671498,,16,,O16,4414405,4414405,,709.27236,-1.48436866,6.1,709.2713072
31,22,22,19,0.746446428,,20,,O20,5857015,5857015,,711.04818,-0.934424332,8.8,711.0475156
32,21,21,23,0.710101656,,19,,O19,9550219,9550219,,711.08473,-1.165854126,15.8,711.083901
33,20,20,27,0.673756885,,18,,O18,8136095,8136095,,711.12101,-1.017577636,13.1,711.1202864
34,19,19,31,0.637412113,,17,,O17,7960754,7960754,,711.1569,-0.320913955,12.8,711.1566718
35,18,18,35,0.601067341,,16,,O16,5480902,5480902,,711.19309,-0.046147948,8.1,711.1930572
36,17,17,39,0.56472257,,15,,O15,5100763,5100763,,711.23026,-1.149305767,7.4,711.2294426
37,16,16,43,0.528377798,,14,,O14,5723887,5723887,,711.26709,-1.774329724,8.6,711.265828
30,22,22,17,0.769391893,,21,,O21,5217737,5217737,,713.02783,-1.472343156,7.6,713.0267802
31,21,21,21,0.733047121,,20,,O20,9201118,9201118,,713.06363,-0.651302889,15.2,713.0631656
32,20,20,25,0.696702349,,19,,O19,8338930,8338930,,713.1003,-1.050372418,13.5,713.099551
33,19,19,29,0.660357578,,18,,O18,6097159,6097159,,713.13684,-1.267107789,9.3,713.1359364
34,18,18,33,0.624012806,,17,,O17,6589468,6589468,,713.17272,-0.558378512,10.2,713.1723218
35,17,17,37,0.587668034,,16,,O16,7296049,7296049,,713.20982,-1.560300777,11.5,713.2087072
36,16,16,41,0.551323262,,15,,O15,7019589,7019589,,713.24571,-0.865649279,11,713.2450926
37,15,15,45,0.514978491,,14,,O14,4480346,4480346,,713.28079,0.96452792,6.2,713.281478
31,20,20,23,0.719647814,,20,,O20,9004141,9004141,,715.07951,-0.971109876,14.8,715.0788156
32,19,19,27,0.683303042,,19,,O19,9794178,9794178,,715.11542,-0.306272471,16.3,715.115201
33,18,18,31,0.64695827,,18,,O18,7064728,7064728,,715.15251,-1.291502553,11.1,715.1515864
34,17,17,35,0.610613499,,17,,O17,7844525,7844525,,715.18847,-0.696628187,12.6,715.1879718
35,16,16,39,0.574268727,,16,,O16,8280770,8280770,,715.22473,-0.521263148,13.4,715.2243572
36,15,15,43,0.537923955,,15,,O15,9272024,9272024,,715.26125,-0.709419754,15.3,715.2607426
37,14,14,47,0.501579183,,14,,O14,4388589,4388589,,715.298,-1.219101917,6,715.297128
32,18,18,29,0.669903735,,19,,O19,9099562,9099562,,717.13195,-1.532523804,15.2,717.130851
33,17,17,33,0.633558963,,18,,O18,7309120,7309120,,717.1683,-1.48308518,11.7,717.1672364
34,16,16,37,0.597214191,,17,,O17,9689429,9689429,,717.20443,-1.126904655,16.3,717.2036218
35,15,15,41,0.56086942,,16,,O16,11149675,11149675,,717.24119,-1.649127333,19.1,717.2400072
30,19,19,23,0.729193971,,21,,O21,7303597,7303597,,719.07385,-0.166631174,11.7,719.0737302
31,18,18,27,0.692849199,,20,,O20,6842307,6842307,,719.11068,-0.784886887,10.8,719.1101156
32,17,17,31,0.656504428,,19,,O19,5436376,5436376,,719.14582,0.94692792,8.1,719.146501
33,16,16,35,0.620159656,,18,,O18,6441455,6441455,,719.1841,-1.68749858,10,719.1828864
34,15,15,39,0.583814884,,17,,O17,8296964,8296964,,719.2194,-0.178276786,13.6,719.2192718
35,14,14,43,0.547470112,,16,,O16,7744024,7744024,,719.25513,0.732952038,12.5,719.2556572
36,13,13,47,0.511125341,,15,,O15,5027119,5027119,,719.29258,-0.74715146,7.3,719.2920426
33,23,23,21,0.736900271,,19,,O19,9433671,9433671,,721.06933,-1.496418818,15.8,721.068251
30,18,18,25,0.715794664,,21,,O21,7356243,7356243,,721.09037,-1.372673246,11.8,721.0893802
34,22,22,25,0.700555499,,18,,O18,5010525,5010525,,721.10587,-1.710736608,7.3,721.1046364
35,21,21,29,0.664210727,,17,,O17,6296177,6296177,,721.14178,-1.051417236,9.8,721.1410218
32,16,16,33,0.64310512,,19,,O19,4353918,4353918,,721.16353,-1.912219184,6,721.162151
34,14,14,41,0.570415577,,17,,O17,9561768,9561768,,721.23592,-1.384042938,16,721.2349218
32,23,23,19,0.759845735,,20,,O20,7875775,7875775,,723.04822,-0.974237633,12.8,723.0475156
33,22,22,23,0.723500964,,19,,O19,5334740,5334740,,723.08467,-1.063528173,7.9,723.083901
34,21,21,27,0.687156192,,18,,O18,5847784,5847784,,723.12063,-0.47519079,8.9,723.1202864
35,20,20,31,0.65081142,,17,,O17,5347069,5347069,,723.15728,-0.841062696,7.9,723.1566718
36,19,19,35,0.614466648,,16,,O16,5020946,5020946,,723.19364,-0.805898362,7.3,723.1930572
33,14,14,39,0.593361042,,18,,O18,5436702,5436702,,723.21522,-1.429203298,8.1,723.2141864
34,13,13,43,0.55701627,,17,,O17,6086450,6086450,,723.25095,-0.522944765,9.3,723.2505718
32,22,22,21,0.746446428,,20,,O20,6010915,6010915,,725.06402,-1.178407814,9.2,725.0631656
33,21,21,25,0.710101656,,19,,O19,8396086,8396086,,725.10037,-1.129527799,13.8,725.099551
34,20,20,29,0.673756885,,18,,O18,9420618,9420618,,725.13652,-0.804842334,15.8,725.1359364
35,19,19,33,0.637412113,,17,,O17,5118942,5118942,,725.17279,-0.645667362,7.5,725.1723218
36,18,18,37,0.601067341,,16,,O16,5592946,5592946,,725.20933,-0.858814978,8.4,725.2087072
37,17,17,41,0.56472257,,15,,O15,4494149,4494149,,725.24427,1.134209536,6.3,725.2450926
31,22,22,19,0.769391893,,21,,O21,4787258,4787258,,727.04377,-1.842836187,6.8,727.0424302
32,21,21,23,0.733047121,,20,,O20,8324428,8324428,,727.07948,-0.913821288,13.6,727.0788156
33,20,20,27,0.696702349,,19,,O19,7269726,7269726,,727.11571,-0.700054268,11.6,727.115201
34,19,19,31,0.660357578,,18,,O18,5190513,5190513,,727.15204,-0.623831548,7.6,727.1515864
35,18,18,35,0.624012806,,17,,O17,6950275,6950275,,727.18855,-0.795145303,11,727.1879718
36,17,17,39,0.587668034,,16,,O16,7790486,7790486,,727.22512,-1.048947402,12.6,727.2243572
37,16,16,43,0.551323262,,15,,O15,9269673,9269673,,727.26151,-1.055220026,15.5,727.2607426
38,15,15,47,0.514978491,,14,,O14,4858299,4858299,,727.29789,-1.047742485,7,727.297128
31,21,21,21,0.755992586,,21,,O21,8122137,8122137,,729.05886,-1.069626853,13.3,729.0580802
33,19,19,29,0.683303042,,19,,O19,7493436,7493436,,729.132,-1.575876399,12,729.130851
34,18,18,33,0.64695827,,18,,O18,5384525,5384525,,729.16813,-1.225535179,8,729.1672364
35,17,17,37,0.610613499,,17,,O17,6946142,6946142,,729.20452,-1.23178228,11,729.2036218
36,16,16,41,0.574268727,,16,,O16,9033583,9033583,,729.24107,-1.457435261,15,729.2400072
37,15,15,45,0.537923955,,15,,O15,6095359,6095359,,729.2766,-0.284419052,9.4,729.2763926
38,14,14,49,0.501579183,,14,,O14,4547729,4547729,,729.31399,-1.661865987,6.4,729.312778
31,20,20,23,0.742593278,,21,,O21,6872222,6872222,,731.07421,-0.656322448,10.9,731.0737302
32,19,19,27,0.706248507,,20,,O20,6060205,6060205,,731.11051,-0.539481114,9.3,731.1101156
33,18,18,31,0.669903735,,19,,O19,4835261,4835261,,731.14689,-0.532068607,6.9,731.146501
34,17,17,35,0.633558963,,18,,O18,4588492,4588492,,731.18362,-1.003333248,6.5,731.1828864
35,16,16,39,0.597214191,,17,,O17,5762267,5762267,,731.21916,0.152867825,8.7,731.2192718
36,15,15,43,0.56086942,,16,,O16,9446122,9446122,,731.25644,-1.070514932,15.8,731.2556572
37,14,14,47,0.524524648,,15,,O15,4542969,4542969,,731.29261,-0.7759145,6.4,731.2920426
34,24,24,21,0.750299578,,19,,O19,4744624,4744624,,733.0696,-1.840238066,6.8,733.068251
32,18,18,29,0.692849199,,20,,O20,7902405,7902405,,733.12711,-1.833819193,12.8,733.1257656
33,17,17,33,0.656504428,,19,,O19,5020370,5020370,,733.16333,-1.608130068,7.3,733.162151
34,16,16,37,0.620159656,,18,,O18,7100383,7100383,,733.19962,-1.477935438,11.3,733.1985364
36,14,14,45,0.547470112,,16,,O16,9038329,9038329,,733.27253,-1.667623004,15,733.2713072
34,23,23,23,0.736900271,,19,,O19,6768205,6768205,,735.08508,-1.60392589,10.9,735.083901
31,18,18,27,0.715794664,,21,,O21,4853588,4853588,,735.10639,-1.849831037,7.1,735.1050302
34,15,15,39,0.606760349,,18,,O18,7705716,7705716,,735.21538,-1.623499821,12.7,735.2141864
38,19,19,39,0.591521184,,15,,O15,4615544,4615544,,735.22945,-0.010092224,6.6,735.2294426
35,14,14,43,0.570415577,,17,,O17,5872767,5872767,,735.25128,-0.963236381,9.1,735.2505718
36,13,13,47,0.534070805,,16,,O16,7180425,7180425,,735.28737,-0.561440803,11.7,735.2869572
33,23,23,21,0.759845735,,20,,O20,4937046,4937046,,737.0637,-0.725066894,7.3,737.0631656
34,22,22,25,0.723500964,,19,,O19,8202846,8202846,,737.09943,0.164129662,13.7,737.099551
31,17,17,29,0.702395357,,21,,O21,6218851,6218851,,737.11957,1.506103315,9.8,737.1206802
35,21,21,29,0.687156192,,18,,O18,5581670,5581670,,737.13691,-1.320814862,8.5,737.1359364
35,13,13,45,0.55701627,,17,,O17,5672323,5672323,,737.26657,-0.472312565,8.7,737.2662218
32,23,23,19,0.7827912,,21,,O21,5042631,5042631,,739.04386,-1.934692842,7.5,739.0424302
33,22,22,23,0.746446428,,20,,O20,11408333,11408333,,739.08021,-1.886700133,20,739.0788156
37,18,18,39,0.601067341,,16,,O16,7870433,7870433,,739.22559,-1.667721157,13,739.2243572
32,22,22,21,0.769391893,,21,,O21,6066067,6066067,,741.05846,-0.51253756,9.5,741.0580802
33,21,21,25,0.733047121,,20,,O20,7514518,7514518,,741.09479,-0.437758093,12.3,741.0944656
34,20,20,29,0.696702349,,19,,O19,8148120,8148120,,741.13215,-1.752754049,13.6,741.130851
35,19,19,33,0.660357578,,18,,O18,4365721,4365721,,741.16715,0.116545762,6.1,741.1672364
36,18,18,37,0.624012806,,17,,O17,6908059,6908059,,741.20418,-0.753126514,11.1,741.2036218
37,17,17,41,0.587668034,,16,,O16,6519453,6519453,,741.24134,-1.798095201,10.4,741.2400072
38,16,16,45,0.551323262,,15,,O15,4511903,4511903,,741.27718,-1.062248991,6.4,741.2763926
33,20,20,27,0.719647814,,20,,O20,5165359,5165359,,743.10889,1.649257458,7.7,743.1101156
34,19,19,31,0.683303042,,19,,O19,6910893,6910893,,743.1474,-1.209748144,11.1,743.146501
35,18,18,35,0.64695827,,18,,O18,5635500,5635500,,743.18321,-0.435451496,8.6,743.1828864
36,17,17,39,0.610613499,,17,,O17,5532075,5532075,,743.21967,-0.535804325,8.4,743.2192718
37,16,16,43,0.574268727,,16,,O16,5584298,5584298,,743.25552,0.184566237,8.5,743.2556572
38,15,15,47,0.537923955,,15,,O15,4453545,4453545,,743.29217,-0.171426697,6.3,743.2920426
33,19,19,29,0.706248507,,20,,O20,7805990,7805990,,745.1269,-1.522454534,12.9,745.1257656
35,24,24,23,0.750299578,,19,,O19,6033687,6033687,,747.08399,-0.119156764,9.4,747.083901
33,18,18,31,0.692849199,,20,,O20,7211277,7211277,,747.14191,-0.661749021,11.7,747.1414156
35,16,16,39,0.620159656,,18,,O18,6778112,6778112,,747.21486,-0.901508714,10.9,747.2141864
36,15,15,43,0.583814884,,17,,O17,6500090,6500090,,747.25042,0.20311781,10.3,747.2505718
37,14,14,47,0.547470112,,16,,O16,4689907,4689907,,747.2873,-0.458752955,6.8,747.2869572
38,13,13,51,0.511125341,,15,,O15,4593901,4593901,,747.32411,-1.026891649,6.6,747.3233426
35,23,23,25,0.736900271,,19,,O19,6165888,6165888,,749.09886,0.922413982,9.7,749.099551
34,16,16,37,0.64310512,,19,,O19,4676970,4676970,,749.19331,0.188175564,6.8,749.193451
35,15,15,41,0.606760349,,18,,O18,4564065,4564065,,749.23061,-1.03255378,6.5,749.2298364
36,14,14,45,0.570415577,,17,,O17,4726105,4726105,,749.26575,0.629655904,6.9,749.2662218
34,23,23,23,0.759845735,,20,,O20,7480705,7480705,,751.0803,-1.976383928,12.3,751.0788156
37,20,20,35,0.65081142,,17,,O17,4646370,4646370,,751.18832,-0.463559206,6.7,751.1879718
39,18,18,43,0.578121877,,15,,O15,4505165,4505165,,751.26224,-1.993209568,6.4,751.2607426
34,22,22,25,0.746446428,,20,,O20,9334040,9334040,,753.0956,-1.506345023,15.9,753.0944656
35,21,21,29,0.710101656,,19,,O19,5400332,5400332,,753.13201,-1.538935895,8.2,753.130851
39,17,17,45,0.56472257,,15,,O15,4379100,4379100,,753.27625,0.189279661,6.2,753.2763926
33,22,22,23,0.769391893,,21,,O21,5822571,5822571,,755.07342,0.410794188,9,755.0737302
34,21,21,27,0.733047121,,20,,O20,6675805,6675805,,755.11092,-1.065301713,10.7,755.1101156
37,18,18,39,0.624012806,,17,,O17,4498998,4498998,,755.21904,0.306904112,6.4,755.2192718
38,17,17,43,0.587668034,,16,,O16,5021224,5021224,,755.25559,0.08894988,7.4,755.2556572
39,16,16,47,0.551323262,,15,,O15,5253915,5253915,,755.29124,1.062608706,7.9,755.2920426
33,21,21,25,0.755992586,,21,,O21,5743982,5743982,,757.08989,-0.673394864,9,757.0893802
34,20,20,29,0.719647814,,20,,O20,6919008,6919008,,757.12619,-0.560567503,11.3,757.1257656
36,18,18,37,0.64695827,,18,,O18,5761347,5761347,,757.19965,-1.470710846,9,757.1985364
37,17,17,41,0.610613499,,17,,O17,6394165,6394165,,757.23537,-0.591916837,10.3,757.2349218
38,16,16,45,0.574268727,,16,,O16,5258535,5258535,,757.27235,-1.377075944,8,757.2713072
35,18,18,35,0.669903735,,19,,O19,6626338,6626338,,759.17928,-1.948186707,10.7,759.177801
33,19,19,29,0.729193971,,21,,O21,6033135,6033135,,761.12193,-1.642078756,9.6,761.1206802
36,16,16,41,0.620159656,,18,,O18,5301184,5301184,,761.2312,-1.79133822,8.1,761.2298364
38,14,14,49,0.547470112,,16,,O16,4456865,4456865,,761.30382,-1.593085441,6.4,761.3026072
35,24,24,23,0.773245043,,20,,O20,4730278,4730278,,763.07852,0.387351731,7,763.0788156
32,19,19,27,0.752139436,,22,,O22,4646940,4646940,,763.10112,-1.540060523,6.8,763.0999448
33,18,18,31,0.715794664,,21,,O21,4505485,4505485,,763.13682,-0.641851371,6.5,763.1363302
